gap_label,bus,cpu_price_per_mwh,gpu_price_per_mwh,gpu_minus_cpu_price_per_mwh,cpu_price_per_pu_hour,gpu_price_per_pu_hour,gpu_minus_cpu_price_per_pu_hour
1e-3,1,27.373824104481926,27.373824104481898,-2.842170943040401e-14,2737.382410448193,2737.3824104481896,-3.183231456205249e-12
1e-3,2,27.373824104481926,27.373824104481898,-2.842170943040401e-14,2737.382410448193,2737.3824104481896,-3.183231456205249e-12
1e-3,3,27.372352401199656,27.372352401199688,3.197442310920451e-14,2737.2352401199655,2737.2352401199687,3.183231456205249e-12
1e-3,4,27.372352401199656,27.372352401199688,3.197442310920451e-14,2737.2352401199655,2737.2352401199687,3.183231456205249e-12
1e-3,5,13.472359750434752,13.472359750434691,-6.039613253960852e-14,1347.2359750434753,1347.2359750434691,-6.139089236967266e-12
1e-3,6,13.472359750434752,13.472359750434691,-6.039613253960852e-14,1347.2359750434753,1347.2359750434691,-6.139089236967266e-12
1e-3,7,27.37314874905882,27.373148749058824,3.552713678800501e-15,2737.314874905882,2737.3148749058823,4.547473508864641e-13
1e-3,8,27.37260170843164,27.372601708431663,2.1316282072803006e-14,2737.2601708431644,2737.260170843166,1.8189894035458565e-12
1e-3,9,21.763044000000022,21.763044000000022,0.0,2176.3044000000023,2176.3044000000023,0.0
1e-3,10,27.362064758749167,27.362064758749014,-1.5276668818842154e-13,2736.2064758749166,2736.2064758749016,-1.5006662579253316e-11
1e-3,11,27.362064758749167,27.362064758749014,-1.5276668818842154e-13,2736.2064758749166,2736.2064758749016,-1.5006662579253316e-11
1e-3,12,27.16062729590041,27.16062729590014,-2.7000623958883807e-13,2716.0627295900413,2716.062729590014,-2.7284841053187847e-11
1e-3,13,27.16062729590041,27.16062729590014,-2.7000623958883807e-13,2716.0627295900413,2716.062729590014,-2.7284841053187847e-11
1e-3,14,27.022757246295484,27.022757246295072,-4.121147867408581e-13,2702.275724629548,2702.2757246295073,-4.092726157978177e-11
1e-3,15,27.023089665205294,27.023089665205106,-1.8829382497642655e-13,2702.3089665205293,2702.3089665205107,-1.864464138634503e-11
1e-3,16,27.022757246295484,27.022757246295072,-4.121147867408581e-13,2702.275724629548,2702.2757246295073,-4.092726157978177e-11
1e-3,17,8.411999999999997,8.411999999999997,0.0,841.1999999999997,841.1999999999997,0.0
1e-3,18,27.022757246295484,27.022757246295072,-4.121147867408581e-13,2702.275724629548,2702.2757246295073,-4.092726157978177e-11
1e-3,19,27.316071939380134,27.31607193938003,-1.0302869668521453e-13,2731.6071939380136,2731.607193938003,-1.0459189070388675e-11
1e-3,20,27.316071939380134,27.31607193938003,-1.0302869668521453e-13,2731.6071939380136,2731.607193938003,-1.0459189070388675e-11
1e-3,21,27.36185787065902,27.36185787065895,-6.750155989720952e-14,2736.185787065902,2736.185787065895,-6.821210263296962e-12
1e-3,22,27.36185787065902,27.36185787065895,-6.750155989720952e-14,2736.185787065902,2736.185787065895,-6.821210263296962e-12
1e-3,23,26.771332799335003,26.771332799334782,-2.2026824808563106e-13,2677.1332799335005,2677.133279933478,-2.2282620193436742e-11
1e-3,24,26.80099324720572,26.800993247205493,-2.2737367544323206e-13,2680.099324720572,2680.0993247205492,-2.2737367544323206e-11
1e-3,25,26.80099324720572,26.800993247205493,-2.2737367544323206e-13,2680.099324720572,2680.0993247205492,-2.2737367544323206e-11
1e-3,26,26.80099324720572,26.800993247205493,-2.2737367544323206e-13,2680.099324720572,2680.0993247205492,-2.2737367544323206e-11
1e-3,27,27.815526916465696,27.81552691646535,-3.481659405224491e-13,2781.5526916465697,2781.5526916465346,-3.501554601825774e-11
1e-3,28,27.815526916465696,27.81552691646535,-3.481659405224491e-13,2781.5526916465697,2781.5526916465346,-3.501554601825774e-11
1e-3,29,27.369748572823543,27.369748572823593,4.973799150320701e-14,2736.974857282354,2736.974857282359,5.002220859751105e-12
1e-3,30,27.369748572823543,27.369748572823593,4.973799150320701e-14,2736.974857282354,2736.974857282359,5.002220859751105e-12
1e-3,31,27.276768971867327,27.27676897186718,-1.4566126083082054e-13,2727.6768971867327,2727.676897186718,-1.4551915228366852e-11
1e-3,32,27.276768971867327,27.27676897186718,-1.4566126083082054e-13,2727.6768971867327,2727.676897186718,-1.4551915228366852e-11
1e-3,33,27.344914923524687,27.344914923524577,-1.1013412404281553e-13,2734.491492352469,2734.4914923524575,-1.1368683772161603e-11
1e-3,34,27.344914923524687,27.344914923524577,-1.1013412404281553e-13,2734.491492352469,2734.4914923524575,-1.1368683772161603e-11
1e-3,35,27.267488294305302,27.267488294305146,-1.5631940186722204e-13,2726.7488294305303,2726.7488294305144,-1.5916157281026244e-11
1e-3,36,27.267488294305302,27.267488294305146,-1.5631940186722204e-13,2726.7488294305303,2726.7488294305144,-1.5916157281026244e-11
1e-3,37,21.09342468036395,21.093424680363817,-1.3145040611561853e-13,2109.342468036395,2109.342468036382,-1.318767317570746e-11
