bus,cpu_accepted_price_per_mwh,cpu_accepted_price_per_pu_hour,gpu_price_status,gpu_price_per_mwh,gpu_price_per_pu_hour
1001,25.92247909518946,2592.247909518946,not_reached,,
1002,9.382202590988133,938.2202590988132,not_reached,,
1003,-219.1156706895581,-21911.56706895581,not_reached,,
1004,-218.11005766048427,-21811.005766048427,not_reached,,
1005,20.1114403083213,2011.1440308321298,not_reached,,
1006,20.1114403083213,2011.1440308321298,not_reached,,
1007,11.843456639942888,1184.3456639942888,not_reached,,
1008,-4.814891439390489,-481.48914393904886,not_reached,,
1009,-4.814891439390489,-481.48914393904886,not_reached,,
1010,8.666908704445909,866.6908704445909,not_reached,,
1011,8.666908704445909,866.6908704445909,not_reached,,
1012,-12.982853841254217,-1298.2853841254216,not_reached,,
1013,17.3557710006598,1735.57710006598,not_reached,,
1014,11.51070409999977,1151.070409999977,not_reached,,
1015,10.034143965231687,1003.4143965231686,not_reached,,
1016,24.469080711614534,2446.9080711614533,not_reached,,
1017,30.339895292565245,3033.9895292565243,not_reached,,
1018,27.89493608378907,2789.493608378907,not_reached,,
1019,24.68918548288176,2468.918548288176,not_reached,,
1020,-6.761858392626216,-676.1858392626216,not_reached,,
1021,-6.761858392626216,-676.1858392626216,not_reached,,
1022,-195.4578653167635,-19545.78653167635,not_reached,,
1023,-195.4578653167635,-19545.78653167635,not_reached,,
1024,25.857625075791475,2585.7625075791475,not_reached,,
1025,1.1635029728026538,116.35029728026538,not_reached,,
1026,1.1635029728026538,116.35029728026538,not_reached,,
1027,59.07149832915777,5907.149832915777,not_reached,,
1028,-141.057847147164,-14105.784714716401,not_reached,,
1029,56.796855556263125,5679.685555626313,not_reached,,
1030,4.926438565707315,492.6438565707315,not_reached,,
1031,14.617613379227958,1461.7613379227957,not_reached,,
1032,3.0547520813475195,305.47520813475194,not_reached,,
1033,6.116739961864322,611.6739961864322,not_reached,,
1034,28.644146364239198,2864.41463642392,not_reached,,
1035,28.644146364239198,2864.41463642392,not_reached,,
1036,7.522711370317027,752.2711370317027,not_reached,,
1037,27.860676999136338,2786.067699913634,not_reached,,
1038,1.7547709993628624,175.47709993628624,not_reached,,
1039,1.7547709993628624,175.47709993628624,not_reached,,
1040,24.21181690419854,2421.181690419854,not_reached,,
1041,35.375719055795194,3537.5719055795194,not_reached,,
1042,35.375719055795194,3537.5719055795194,not_reached,,
1043,35.375719055795194,3537.5719055795194,not_reached,,
1044,-29.555080514197865,-2955.5080514197866,not_reached,,
1045,30.91879255321271,3091.879255321271,not_reached,,
1046,-41.18329323461095,-4118.329323461095,not_reached,,
1047,17.62402599999998,1762.4025999999978,not_reached,,
1048,17.62402599999998,1762.4025999999978,not_reached,,
1049,17.62402599999998,1762.4025999999978,not_reached,,
1050,17.62402599999998,1762.4025999999978,not_reached,,
1051,17.62402599999998,1762.4025999999978,not_reached,,
1052,17.62402599999998,1762.4025999999978,not_reached,,
1053,12.04077988937751,1204.0779889377511,not_reached,,
1054,192.78047450804462,19278.04745080446,not_reached,,
1055,590.020366551164,59002.0366551164,not_reached,,
1056,78.67587407712352,7867.587407712353,not_reached,,
1057,78.67587407712352,7867.587407712353,not_reached,,
1058,-10.883985208900722,-1088.3985208900722,not_reached,,
1059,-10.883985208900722,-1088.3985208900722,not_reached,,
1060,-10.883985208900722,-1088.3985208900722,not_reached,,
1061,19.69666657234002,1969.666657234002,not_reached,,
1062,19.69666657234002,1969.666657234002,not_reached,,
1063,19.69666657234002,1969.666657234002,not_reached,,
1064,27.524091038216255,2752.4091038216256,not_reached,,
1065,41.66587675523379,4166.5876755233785,not_reached,,
1066,41.66587675523379,4166.5876755233785,not_reached,,
1067,30.458945765539514,3045.8945765539515,not_reached,,
1068,18.444981336558335,1844.4981336558335,not_reached,,
1069,-7.409971124287554,-740.9971124287554,not_reached,,
1070,-7.409971124287554,-740.9971124287554,not_reached,,
1071,24.666242688480175,2466.6242688480174,not_reached,,
1072,24.666242688480175,2466.6242688480174,not_reached,,
1073,24.666242688480175,2466.6242688480174,not_reached,,
1074,24.666242688480175,2466.6242688480174,not_reached,,
1075,24.666242688480175,2466.6242688480174,not_reached,,
1076,24.666242688480175,2466.6242688480174,not_reached,,
1077,24.666242688480175,2466.6242688480174,not_reached,,
1078,24.666242688480175,2466.6242688480174,not_reached,,
1079,27.121546722236022,2712.154672223602,not_reached,,
1080,24.666242688480175,2466.6242688480174,not_reached,,
1081,10.13912930674043,1013.9129306740429,not_reached,,
1082,-1.3882756989889162,-138.82756989889162,not_reached,,
1083,3.9514910733197794,395.1491073319779,not_reached,,
1084,-1.472764008612046,-147.2764008612046,not_reached,,
1085,19.31138534430271,1931.138534430271,not_reached,,
1086,18.46165605117631,1846.165605117631,not_reached,,
1087,-18.267360244986442,-1826.7360244986442,not_reached,,
1088,12.008548582543947,1200.8548582543947,not_reached,,
1089,445.7579427321889,44575.79427321889,not_reached,,
1090,23.903703699740223,2390.370369974022,not_reached,,
1091,-27.624678840992296,-2762.4678840992297,not_reached,,
2001,26.76228274509505,2676.228274509505,not_reached,,
2002,29.157219719839773,2915.7219719839773,not_reached,,
2003,29.906812879382386,2990.6812879382387,not_reached,,
2004,29.157219719839773,2915.7219719839773,not_reached,,
2005,29.157219719839773,2915.7219719839773,not_reached,,
2006,29.157219719839773,2915.7219719839773,not_reached,,
2007,27.18036828156965,2718.036828156965,not_reached,,
2008,-8.236683866429498,-823.6683866429498,not_reached,,
2009,13.556283679771639,1355.6283679771639,not_reached,,
2010,-25.45540300299659,-2545.540300299659,not_reached,,
2011,3.5256295962702913,352.5629596270291,not_reached,,
2012,1.2525323229900587,125.25323229900587,not_reached,,
2013,3.5256295962702913,352.5629596270291,not_reached,,
2014,-13.740562267149366,-1374.0562267149367,not_reached,,
2015,31.07799475793281,3107.799475793281,not_reached,,
2016,33.91683480295164,3391.683480295164,not_reached,,
2017,-1.7704589955505212,-177.04589955505213,not_reached,,
2018,-0.733399890284832,-73.3399890284832,not_reached,,
2019,-1.7704589955505212,-177.04589955505213,not_reached,,
2020,18.610288544051727,1861.0288544051728,not_reached,,
2021,26.13406917623432,2613.406917623432,not_reached,,
2022,26.604501605845915,2660.4501605845917,not_reached,,
2023,26.13406917623432,2613.406917623432,not_reached,,
2024,26.13406917623432,2613.406917623432,not_reached,,
2025,75.9148045598888,7591.480455988879,not_reached,,
2026,2.990796767280057,299.07967672800567,not_reached,,
2027,26.935641410940324,2693.5641410940325,not_reached,,
2028,18.749198457903844,1874.9198457903844,not_reached,,
2029,-18.123269989724403,-1812.3269989724402,not_reached,,
2030,29.4039839525055,2940.39839525055,not_reached,,
2031,-48.01659444543764,-4801.659444543764,not_reached,,
2032,26.92130571984314,2692.130571984314,not_reached,,
2033,30.265311671317967,3026.531167131797,not_reached,,
2034,32.64379844166834,3264.3798441668337,not_reached,,
2035,-51.4218025864855,-5142.18025864855,not_reached,,
2036,17.657804933383282,1765.7804933383281,not_reached,,
2037,31.391370564558496,3139.1370564558497,not_reached,,
2038,30.099751129571615,3009.9751129571614,not_reached,,
2039,30.28057335160206,3028.057335160206,not_reached,,
2040,26.648195200502215,2664.8195200502214,not_reached,,
2041,1.4859497571883828,148.59497571883827,not_reached,,
2042,1.4859497571883828,148.59497571883827,not_reached,,
2043,33.174206584162405,3317.4206584162407,not_reached,,
2044,31.926282940829825,3192.6282940829824,not_reached,,
2045,18.63872434262885,1863.8724342628852,not_reached,,
2046,32.07759414172689,3207.759414172689,not_reached,,
2047,30.188068402183205,3018.8068402183208,not_reached,,
2048,-35.1484432328821,-3514.84432328821,not_reached,,
2049,1.5274148774881002,152.74148774881002,not_reached,,
2050,28.255484283824817,2825.5484283824817,not_reached,,
2051,23.962668119257554,2396.2668119257555,not_reached,,
2052,-3.6527972233568926,-365.27972233568926,not_reached,,
2053,32.3821862062318,3238.21862062318,not_reached,,
2054,19.643999999999966,1964.3999999999967,not_reached,,
2055,18.571682277370375,1857.1682277370376,not_reached,,
2056,19.643999999999966,1964.3999999999967,not_reached,,
2057,19.643999999999966,1964.3999999999967,not_reached,,
2058,1.740915449895859,174.0915449895859,not_reached,,
2059,1.740915449895859,174.0915449895859,not_reached,,
2060,27.960455030669227,2796.0455030669227,not_reached,,
2061,-7.438920019866231,-743.8920019866231,not_reached,,
2062,-7.438920019866231,-743.8920019866231,not_reached,,
2063,31.494912245500142,3149.491224550014,not_reached,,
2064,27.241505030785238,2724.150503078524,not_reached,,
2065,32.508064019129314,3250.8064019129315,not_reached,,
2066,-61.65252691868937,-6165.252691868936,not_reached,,
2067,73.1863593017211,7318.6359301721095,not_reached,,
2068,61.82043591198253,6182.043591198253,not_reached,,
2069,34.969412289797134,3496.9412289797133,not_reached,,
2070,57.595243540762844,5759.524354076284,not_reached,,
2071,57.595243540762844,5759.524354076284,not_reached,,
2072,33.42286746329467,3342.2867463294674,not_reached,,
2073,-69.53211404640587,-6953.211404640587,not_reached,,
2074,-89.87698150001745,-8987.698150001745,not_reached,,
2075,-89.87698150001745,-8987.698150001745,not_reached,,
2076,-69.53211404640587,-6953.211404640587,not_reached,,
2077,30.233870542115252,3023.387054211525,not_reached,,
2078,30.233870542115252,3023.387054211525,not_reached,,
2079,-29.447146039270173,-2944.7146039270174,not_reached,,
2080,26.83136234870438,2683.1362348704383,not_reached,,
2081,30.449597555168726,3044.9597555168725,not_reached,,
2082,16.661479959449526,1666.1479959449525,not_reached,,
2083,16.661479959449526,1666.1479959449525,not_reached,,
2084,16.661479959449526,1666.1479959449525,not_reached,,
2085,16.661479959449526,1666.1479959449525,not_reached,,
2086,28.945128908634192,2894.512890863419,not_reached,,
2087,-59.29190551547187,-5929.190551547187,not_reached,,
2088,60.27691545164766,6027.6915451647665,not_reached,,
2089,60.27691545164766,6027.6915451647665,not_reached,,
2090,27.25380705689712,2725.380705689712,not_reached,,
2091,-38.400880709135116,-3840.0880709135117,not_reached,,
2092,30.81393296453695,3081.393296453695,not_reached,,
2093,0.3201041561941882,32.01041561941882,not_reached,,
2094,0.3201041561941882,32.01041561941882,not_reached,,
2095,0.3201041561941882,32.01041561941882,not_reached,,
2096,-19.809870081636088,-1980.9870081636088,not_reached,,
2097,-24.096288165650556,-2409.628816565056,not_reached,,
2098,-27.077247212651137,-2707.7247212651137,not_reached,,
2099,-19.809870081636088,-1980.9870081636088,not_reached,,
2100,-19.809870081636088,-1980.9870081636088,not_reached,,
2101,29.969538228695157,2996.9538228695155,not_reached,,
2102,31.09145232080167,3109.1452320801673,not_reached,,
2103,29.969538228695157,2996.9538228695155,not_reached,,
2104,29.969538228695157,2996.9538228695155,not_reached,,
2105,29.969538228695157,2996.9538228695155,not_reached,,
2106,31.223877327995957,3122.3877327995956,not_reached,,
2107,31.79995853142902,3179.995853142902,not_reached,,
2108,-33.50678507573639,-3350.678507573639,not_reached,,
2109,15.662405349387594,1566.2405349387593,not_reached,,
2110,30.71478245000942,3071.478245000942,not_reached,,
2111,6.8730587040076685,687.3058704007668,not_reached,,
2112,20.33712064792295,2033.7120647922952,not_reached,,
2113,25.784133265190793,2578.4133265190794,not_reached,,
2114,26.16853277252237,2616.8532772522367,not_reached,,
2115,25.784133265190793,2578.4133265190794,not_reached,,
2116,25.784133265190793,2578.4133265190794,not_reached,,
2117,25.784133265190793,2578.4133265190794,not_reached,,
2118,25.784133265190793,2578.4133265190794,not_reached,,
2119,25.784133265190793,2578.4133265190794,not_reached,,
2120,25.784133265190793,2578.4133265190794,not_reached,,
2121,26.856701887902382,2685.670188790238,not_reached,,
2122,27.891781724746547,2789.1781724746547,not_reached,,
2123,1.5684131527777552,156.84131527777552,not_reached,,
2124,32.652170607479114,3265.2170607479115,not_reached,,
2125,35.77667512891861,3577.6675128918614,not_reached,,
2126,34.875409443732494,3487.540944373249,not_reached,,
2127,4.36345760985666,436.34576098566595,not_reached,,
2128,3.6222682517802625,362.2268251780263,not_reached,,
2129,30.948884783162047,3094.888478316205,not_reached,,
2130,-43.165862730198775,-4316.586273019878,not_reached,,
2131,-61.655479553099305,-6165.54795530993,not_reached,,
2132,-61.655479553099305,-6165.54795530993,not_reached,,
2133,29.557282427566175,2955.7282427566174,not_reached,,
3001,18.4521749976458,1845.2174997645798,not_reached,,
3002,18.62071433019075,1862.0714330190751,not_reached,,
3003,-282.92148084582163,-28292.148084582164,not_reached,,
3004,-282.92148084582163,-28292.148084582164,not_reached,,
3005,20.000718336184068,2000.0718336184068,not_reached,,
3006,-233.00835252828034,-23300.835252828034,not_reached,,
3007,-418.0720672479408,-41807.20672479408,not_reached,,
3008,-339.6067755066949,-33960.67755066949,not_reached,,
3009,-78.85028407760298,-7885.028407760298,not_reached,,
3010,20.099902513497213,2009.9902513497213,not_reached,,
3011,16.231364212565076,1623.1364212565077,not_reached,,
3012,16.653521756498975,1665.3521756498976,not_reached,,
3013,-620.4659418337721,-62046.594183377216,not_reached,,
3014,10.807757333240028,1080.7757333240029,not_reached,,
3015,-196.95854773981517,-19695.85477398152,not_reached,,
3016,-325.14236951810625,-32514.236951810624,not_reached,,
3017,-325.14236951810625,-32514.236951810624,not_reached,,
3018,-36.5875819843083,-3658.75819843083,not_reached,,
3019,-48.32280062257182,-4832.280062257182,not_reached,,
3020,-36.5875819843083,-3658.75819843083,not_reached,,
3021,-84.16771076466827,-8416.771076466826,not_reached,,
3022,-124.88020815046939,-12488.020815046939,not_reached,,
3023,-198.165884619066,-19816.5884619066,not_reached,,
3024,-57.93701527508284,-5793.701527508284,not_reached,,
3025,-137.40750559846998,-13740.750559846998,not_reached,,
3026,156.51510796539782,15651.510796539782,not_reached,,
3027,638.2527991478742,63825.27991478742,not_reached,,
3028,156.51510796539782,15651.510796539782,not_reached,,
3029,30.112364853080024,3011.2364853080026,not_reached,,
3030,-134.64592292554653,-13464.592292554653,not_reached,,
3031,-383.3649897154432,-38336.498971544315,not_reached,,
3032,-766.2856160275917,-76628.56160275918,not_reached,,
3033,-106.25674618160751,-10625.67461816075,not_reached,,
3034,-106.25674618160751,-10625.67461816075,not_reached,,
3035,-156.20705323572426,-15620.705323572425,not_reached,,
3036,-227.14711062585275,-22714.711062585273,not_reached,,
3037,-11.444992599442017,-1144.4992599442016,not_reached,,
3038,-107.10382476482818,-10710.382476482817,not_reached,,
3039,-11.444992599442017,-1144.4992599442016,not_reached,,
