bus,gap_1e-3_price_per_mwh,gap_1e-3_price_per_pu_hour,gap_1e-4_price_per_mwh,gap_1e-4_price_per_pu_hour,gap_1e-5_price_per_mwh,gap_1e-5_price_per_pu_hour,gap_1e-6_price_per_mwh,gap_1e-6_price_per_pu_hour,gap_1e-7_price_per_mwh,gap_1e-7_price_per_pu_hour
1,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193
2,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193,27.373824104481926,2737.382410448193
3,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655
4,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655,27.372352401199656,2737.2352401199655
5,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753
6,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753,13.472359750434752,1347.2359750434753
7,27.37314874905882,2737.314874905882,27.37314874905882,2737.314874905882,27.37314874905882,2737.314874905882,27.37314874905882,2737.314874905882,27.37314874905882,2737.314874905882
8,27.37260170843164,2737.2601708431644,27.37260170843164,2737.2601708431644,27.37260170843164,2737.2601708431644,27.37260170843164,2737.2601708431644,27.37260170843164,2737.2601708431644
9,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023
10,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166
11,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166,27.362064758749167,2736.2064758749166
12,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413
13,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413,27.16062729590041,2716.0627295900413
14,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548
15,27.023089665205294,2702.3089665205293,27.023089665205294,2702.3089665205293,27.023089665205294,2702.3089665205293,27.023089665205294,2702.3089665205293,27.023089665205294,2702.3089665205293
16,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548
17,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997
18,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548,27.022757246295484,2702.275724629548
19,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136
20,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136,27.316071939380134,2731.6071939380136
21,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902
22,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902,27.36185787065902,2736.185787065902
23,26.771332799335003,2677.1332799335005,26.771332799335003,2677.1332799335005,26.771332799335003,2677.1332799335005,26.771332799335003,2677.1332799335005,26.771332799335003,2677.1332799335005
24,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572
25,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572
26,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572,26.80099324720572,2680.099324720572
27,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697
28,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697,27.815526916465696,2781.5526916465697
29,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354
30,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354,27.369748572823543,2736.974857282354
31,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327
32,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327,27.276768971867327,2727.6768971867327
33,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469
34,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469,27.344914923524687,2734.491492352469
35,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303
36,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303,27.267488294305302,2726.7488294305303
37,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395
38,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395,21.09342468036395,2109.342468036395
39,26.678663685962974,2667.8663685962974,26.678663685962974,2667.8663685962974,26.678663685962974,2667.8663685962974,26.678663685962974,2667.8663685962974,26.678663685962974,2667.8663685962974
40,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856
41,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856,26.68815141034856,2668.815141034856
42,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633
43,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633,27.255215272963632,2725.5215272963633
44,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556
45,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556,27.374177916743555,2737.4177916743556
46,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775
47,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775,26.749451956786775,2674.9451956786775
48,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646
49,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646
50,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646
51,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646
52,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646,27.13621523312646,2713.621523312646
53,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323
54,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323,27.371051363561325,2737.1051363561323
55,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584
56,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584,27.222646168207582,2722.2646168207584
57,27.121632397533237,2712.1632397533235,27.121632397533237,2712.1632397533235,27.121632397533237,2712.1632397533235,27.121632397533237,2712.1632397533235,27.121632397533237,2712.1632397533235
58,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066
59,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066,27.14302970261066,2714.302970261066
60,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443
61,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443,26.699731104040442,2669.9731104040443
62,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323
63,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323
64,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323,27.372168669731323,2737.2168669731323
65,27.226006205822276,2722.6006205822277,27.226006205822276,2722.6006205822277,27.226006205822276,2722.6006205822277,27.226006205822276,2722.6006205822277,27.226006205822276,2722.6006205822277
66,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456
67,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456,27.220609905677456,2722.0609905677456
68,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583
69,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583,28.123982382322584,2812.3982382322583
70,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643
71,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643
72,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643
73,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643,27.25901977449964,2725.9019774499643
74,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354
75,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354,27.285930305568353,2728.5930305568354
76,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774
77,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774,19.361448528001773,1936.1448528001774
78,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145
79,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145,27.043051066044146,2704.3051066044145
80,27.24584489390471,2724.584489390471,27.24584489390471,2724.584489390471,27.24584489390471,2724.584489390471,27.24584489390471,2724.584489390471,27.24584489390471,2724.584489390471
