bus,gap_1e-3_price_per_mwh,gap_1e-3_price_per_pu_hour,gap_1e-4_price_per_mwh,gap_1e-4_price_per_pu_hour
1001,25.92247909518946,2592.247909518946,,
1002,9.382202590988133,938.2202590988132,,
1003,-219.1156706895581,-21911.56706895581,,
1004,-218.11005766048427,-21811.005766048427,,
1005,20.1114403083213,2011.1440308321298,,
1006,20.1114403083213,2011.1440308321298,,
1007,11.843456639942888,1184.3456639942888,,
1008,-4.814891439390489,-481.48914393904886,,
1009,-4.814891439390489,-481.48914393904886,,
1010,8.666908704445909,866.6908704445909,,
1011,8.666908704445909,866.6908704445909,,
1012,-12.982853841254217,-1298.2853841254216,,
1013,17.3557710006598,1735.57710006598,,
1014,11.51070409999977,1151.070409999977,,
1015,10.034143965231687,1003.4143965231686,,
1016,24.469080711614534,2446.9080711614533,,
1017,30.339895292565245,3033.9895292565243,,
1018,27.89493608378907,2789.493608378907,,
1019,24.68918548288176,2468.918548288176,,
1020,-6.761858392626216,-676.1858392626216,,
1021,-6.761858392626216,-676.1858392626216,,
1022,-195.4578653167635,-19545.78653167635,,
1023,-195.4578653167635,-19545.78653167635,,
1024,25.857625075791475,2585.7625075791475,,
1025,1.1635029728026538,116.35029728026538,,
1026,1.1635029728026538,116.35029728026538,,
1027,59.07149832915777,5907.149832915777,,
1028,-141.057847147164,-14105.784714716401,,
1029,56.796855556263125,5679.685555626313,,
1030,4.926438565707315,492.6438565707315,,
1031,14.617613379227958,1461.7613379227957,,
1032,3.0547520813475195,305.47520813475194,,
1033,6.116739961864322,611.6739961864322,,
1034,28.644146364239198,2864.41463642392,,
1035,28.644146364239198,2864.41463642392,,
1036,7.522711370317027,752.2711370317027,,
1037,27.860676999136338,2786.067699913634,,
1038,1.7547709993628624,175.47709993628624,,
1039,1.7547709993628624,175.47709993628624,,
1040,24.21181690419854,2421.181690419854,,
1041,35.375719055795194,3537.5719055795194,,
1042,35.375719055795194,3537.5719055795194,,
1043,35.375719055795194,3537.5719055795194,,
1044,-29.555080514197865,-2955.5080514197866,,
1045,30.91879255321271,3091.879255321271,,
1046,-41.18329323461095,-4118.329323461095,,
1047,17.62402599999998,1762.4025999999978,,
1048,17.62402599999998,1762.4025999999978,,
1049,17.62402599999998,1762.4025999999978,,
1050,17.62402599999998,1762.4025999999978,,
1051,17.62402599999998,1762.4025999999978,,
1052,17.62402599999998,1762.4025999999978,,
1053,12.04077988937751,1204.0779889377511,,
1054,192.78047450804462,19278.04745080446,,
1055,590.020366551164,59002.0366551164,,
1056,78.67587407712352,7867.587407712353,,
1057,78.67587407712352,7867.587407712353,,
1058,-10.883985208900722,-1088.3985208900722,,
1059,-10.883985208900722,-1088.3985208900722,,
1060,-10.883985208900722,-1088.3985208900722,,
1061,19.69666657234002,1969.666657234002,,
1062,19.69666657234002,1969.666657234002,,
1063,19.69666657234002,1969.666657234002,,
1064,27.524091038216255,2752.4091038216256,,
1065,41.66587675523379,4166.5876755233785,,
1066,41.66587675523379,4166.5876755233785,,
1067,30.458945765539514,3045.8945765539515,,
1068,18.444981336558335,1844.4981336558335,,
1069,-7.409971124287554,-740.9971124287554,,
1070,-7.409971124287554,-740.9971124287554,,
1071,24.666242688480175,2466.6242688480174,,
1072,24.666242688480175,2466.6242688480174,,
1073,24.666242688480175,2466.6242688480174,,
1074,24.666242688480175,2466.6242688480174,,
1075,24.666242688480175,2466.6242688480174,,
1076,24.666242688480175,2466.6242688480174,,
1077,24.666242688480175,2466.6242688480174,,
1078,24.666242688480175,2466.6242688480174,,
1079,27.121546722236022,2712.154672223602,,
1080,24.666242688480175,2466.6242688480174,,
1081,10.13912930674043,1013.9129306740429,,
1082,-1.3882756989889162,-138.82756989889162,,
1083,3.9514910733197794,395.1491073319779,,
1084,-1.472764008612046,-147.2764008612046,,
1085,19.31138534430271,1931.138534430271,,
1086,18.46165605117631,1846.165605117631,,
1087,-18.267360244986442,-1826.7360244986442,,
1088,12.008548582543947,1200.8548582543947,,
1089,445.7579427321889,44575.79427321889,,
1090,23.903703699740223,2390.370369974022,,
1091,-27.624678840992296,-2762.4678840992297,,
2001,26.76228274509505,2676.228274509505,,
2002,29.157219719839773,2915.7219719839773,,
2003,29.906812879382386,2990.6812879382387,,
2004,29.157219719839773,2915.7219719839773,,
2005,29.157219719839773,2915.7219719839773,,
2006,29.157219719839773,2915.7219719839773,,
2007,27.18036828156965,2718.036828156965,,
2008,-8.236683866429498,-823.6683866429498,,
2009,13.556283679771639,1355.6283679771639,,
2010,-25.45540300299659,-2545.540300299659,,
2011,3.5256295962702913,352.5629596270291,,
2012,1.2525323229900587,125.25323229900587,,
2013,3.5256295962702913,352.5629596270291,,
2014,-13.740562267149366,-1374.0562267149367,,
2015,31.07799475793281,3107.799475793281,,
2016,33.91683480295164,3391.683480295164,,
2017,-1.7704589955505212,-177.04589955505213,,
2018,-0.733399890284832,-73.3399890284832,,
2019,-1.7704589955505212,-177.04589955505213,,
2020,18.610288544051727,1861.0288544051728,,
2021,26.13406917623432,2613.406917623432,,
2022,26.604501605845915,2660.4501605845917,,
