bus,gap_1e-3_price_per_mwh,gap_1e-3_price_per_pu_hour,gap_1e-4_price_per_mwh,gap_1e-4_price_per_pu_hour,gap_1e-5_price_per_mwh,gap_1e-5_price_per_pu_hour,gap_1e-6_price_per_mwh,gap_1e-6_price_per_pu_hour,gap_1e-7_price_per_mwh,gap_1e-7_price_per_pu_hour
1,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896
2,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896,27.373824104481898,2737.3824104481896
3,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687
4,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687,27.372352401199688,2737.2352401199687
5,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691
6,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691,13.472359750434691,1347.2359750434691
7,27.373148749058824,2737.3148749058823,27.373148749058824,2737.3148749058823,27.373148749058824,2737.3148749058823,27.373148749058824,2737.3148749058823,27.373148749058824,2737.3148749058823
8,27.372601708431663,2737.260170843166,27.372601708431663,2737.260170843166,27.372601708431663,2737.260170843166,27.372601708431663,2737.260170843166,27.372601708431663,2737.260170843166
9,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023,21.763044000000022,2176.3044000000023
10,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016
11,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016,27.362064758749014,2736.2064758749016
12,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014
13,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014,27.16062729590014,2716.062729590014
14,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073
15,27.023089665205106,2702.3089665205107,27.023089665205106,2702.3089665205107,27.023089665205106,2702.3089665205107,27.023089665205106,2702.3089665205107,27.023089665205106,2702.3089665205107
16,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073
17,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997,8.411999999999997,841.1999999999997
18,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073,27.022757246295072,2702.2757246295073
19,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003
20,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003,27.31607193938003,2731.607193938003
21,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895
22,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895,27.36185787065895,2736.185787065895
23,26.771332799334782,2677.133279933478,26.771332799334782,2677.133279933478,26.771332799334782,2677.133279933478,26.771332799334782,2677.133279933478,26.771332799334782,2677.133279933478
24,26.800993247205493,2680.0993247205492,26.800993247205493,2680.0993247205492,26.800993247205493,2680.0993247205492,26.800993247205493,2680.0993247205492,26.800993247205493,2680.0993247205492
